Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_s,Session
0 days 01:12:02.373000,COL,43,0 days 00:01:16.872000,27.0,4.0,,,0 days 00:00:19.688000,0 days 00:00:34.882000,0 days 00:00:22.302000,0 days 01:11:05.189000,0 days 01:11:40.071000,0 days 01:12:02.373000,213.0,195.0,249.0,276.0,False,SOFT,11.0,False,Alpine,0 days 01:10:45.501000,2025-05-23 12:25:45.508,1,,False,,False,True,76.872,FP1
0 days 01:14:53.725000,COL,43,0 days 00:01:13.820000,29.0,4.0,,,0 days 00:00:19.381000,0 days 00:00:34.832000,0 days 00:00:19.607000,0 days 01:13:59.286000,0 days 01:14:34.118000,0 days 01:14:53.725000,214.0,200.0,265.0,276.0,True,SOFT,13.0,False,Alpine,0 days 01:13:39.905000,2025-05-23 12:28:39.912,1,,False,,False,True,73.82,FP1
0 days 00:18:02.845000,COL,43,0 days 00:01:15.663000,2.0,1.0,,,0 days 00:00:19.843000,0 days 00:00:35.666000,0 days 00:00:20.154000,0 days 00:17:07.025000,0 days 00:17:42.691000,0 days 00:18:02.845000,209.0,187.0,265.0,275.0,True,MEDIUM,2.0,True,Alpine,0 days 00:16:47.182000,2025-05-23 15:02:34.273,1,,False,,False,True,75.663,FP2
0 days 00:20:54.635000,COL,43,0 days 00:01:14.398000,4.0,1.0,,,0 days 00:00:19.488000,0 days 00:00:34.953000,0 days 00:00:19.957000,0 days 00:19:59.725000,0 days 00:20:34.678000,0 days 00:20:54.635000,214.0,194.0,263.0,276.0,True,MEDIUM,4.0,True,Alpine,0 days 00:19:40.237000,2025-05-23 15:05:27.328,1,,False,,False,True,74.398,FP2
0 days 00:30:41.624000,COL,43,0 days 00:01:14.728000,7.0,2.0,,,0 days 00:00:19.686000,0 days 00:00:35.018000,0 days 00:00:20.024000,0 days 00:29:46.582000,0 days 00:30:21.600000,0 days 00:30:41.624000,212.0,190.0,264.0,277.0,False,MEDIUM,7.0,False,Alpine,0 days 00:29:26.896000,2025-05-23 15:15:13.987,1,,False,,False,True,74.728,FP2
0 days 00:42:42.112000,COL,43,0 days 00:01:14.297000,11.0,3.0,,,0 days 00:00:19.318000,0 days 00:00:35.276000,0 days 00:00:19.703000,0 days 00:41:47.133000,0 days 00:42:22.409000,0 days 00:42:42.112000,215.0,190.0,264.0,276.0,True,SOFT,2.0,True,Alpine,0 days 00:41:27.815000,2025-05-23 15:27:14.906,1,,False,,False,True,74.297,FP2
0 days 00:45:58.384000,COL,43,0 days 00:01:13.709000,13.0,3.0,,,0 days 00:00:19.274000,0 days 00:00:34.952000,0 days 00:00:19.483000,0 days 00:45:03.949000,0 days 00:45:38.901000,0 days 00:45:58.384000,217.0,194.0,266.0,278.0,True,SOFT,4.0,True,Alpine,0 days 00:44:44.675000,2025-05-23 15:30:31.766,1,,False,,False,True,73.709,FP2
0 days 00:49:00.968000,COL,43,0 days 00:01:13.701000,15.0,3.0,,,0 days 00:00:19.312000,0 days 00:00:34.879000,0 days 00:00:19.510000,0 days 00:48:06.579000,0 days 00:48:41.458000,0 days 00:49:00.968000,215.0,199.0,266.0,276.0,True,SOFT,6.0,True,Alpine,0 days 00:47:47.267000,2025-05-23 15:33:34.358,1,,False,,False,True,73.701,FP2
0 days 00:55:54,COL,43,0 days 00:01:13.415000,19.0,4.0,,,0 days 00:00:19.224000,0 days 00:00:34.735000,0 days 00:00:19.456000,0 days 00:54:59.809000,0 days 00:55:34.544000,0 days 00:55:54,219.0,201.0,265.0,275.0,True,SOFT,10.0,False,Alpine,0 days 00:54:40.585000,2025-05-23 15:40:27.676,1,,False,,False,True,73.415,FP2
0 days 01:06:32.923000,COL,43,0 days 00:01:16.433000,22.0,5.0,,,0 days 00:00:20.107000,0 days 00:00:35.826000,0 days 00:00:20.500000,0 days 01:05:36.597000,0 days 01:06:12.423000,0 days 01:06:32.923000,206.0,189.0,254.0,273.0,False,MEDIUM,11.0,False,Alpine,0 days 01:05:16.490000,2025-05-23 15:51:03.581,1,,False,,False,True,76.433,FP2
0 days 01:07:48.929000,COL,43,0 days 00:01:16.006000,23.0,5.0,,,0 days 00:00:19.836000,0 days 00:00:35.973000,0 days 00:00:20.197000,0 days 01:06:52.759000,0 days 01:07:28.732000,0 days 01:07:48.929000,200.0,190.0,254.0,274.0,False,MEDIUM,12.0,False,Alpine,0 days 01:06:32.923000,2025-05-23 15:52:20.014,12,,False,,False,True,76.006,FP2
0 days 01:09:04.422000,COL,43,0 days 00:01:15.493000,24.0,5.0,,,0 days 00:00:19.825000,0 days 00:00:35.542000,0 days 00:00:20.126000,0 days 01:08:08.754000,0 days 01:08:44.296000,0 days 01:09:04.422000,212.0,191.0,254.0,275.0,False,MEDIUM,13.0,False,Alpine,0 days 01:07:48.929000,2025-05-23 15:53:36.020,1,,False,,False,True,75.493,FP2
0 days 01:10:19.849000,COL,43,0 days 00:01:15.427000,25.0,5.0,,,0 days 00:00:19.661000,0 days 00:00:35.567000,0 days 00:00:20.199000,0 days 01:09:24.083000,0 days 01:09:59.650000,0 days 01:10:19.849000,210.0,192.0,254.0,275.0,False,MEDIUM,14.0,False,Alpine,0 days 01:09:04.422000,2025-05-23 15:54:51.513,1,,False,,False,True,75.427,FP2
0 days 01:11:35.180000,COL,43,0 days 00:01:15.331000,26.0,5.0,,,0 days 00:00:19.677000,0 days 00:00:35.660000,0 days 00:00:19.994000,0 days 01:10:39.526000,0 days 01:11:15.186000,0 days 01:11:35.180000,199.0,192.0,254.0,276.0,False,MEDIUM,15.0,False,Alpine,0 days 01:10:19.849000,2025-05-23 15:56:06.940,1,,False,,False,True,75.331,FP2
0 days 01:12:53.306000,COL,43,0 days 00:01:18.126000,27.0,5.0,,,0 days 00:00:19.754000,0 days 00:00:35.857000,0 days 00:00:22.515000,0 days 01:11:54.934000,0 days 01:12:30.791000,0 days 01:12:53.306000,212.0,186.0,251.0,276.0,False,MEDIUM,16.0,False,Alpine,0 days 01:11:35.180000,2025-05-23 15:57:22.271,1,,False,,False,True,78.126,FP2
0 days 01:14:09.353000,COL,43,0 days 00:01:16.047000,28.0,5.0,,,0 days 00:00:19.789000,0 days 00:00:36.044000,0 days 00:00:20.214000,0 days 01:13:13.095000,0 days 01:13:49.139000,0 days 01:14:09.353000,208.0,190.0,253.0,276.0,False,MEDIUM,17.0,False,Alpine,0 days 01:12:53.306000,2025-05-23 15:58:40.397,1,,False,,False,True,76.047,FP2
0 days 01:15:25.228000,COL,43,0 days 00:01:15.875000,29.0,5.0,,,0 days 00:00:19.778000,0 days 00:00:35.894000,0 days 00:00:20.203000,0 days 01:14:29.131000,0 days 01:15:05.025000,0 days 01:15:25.228000,213.0,191.0,253.0,275.0,False,MEDIUM,18.0,False,Alpine,0 days 01:14:09.353000,2025-05-23 15:59:56.444,1,,False,,False,True,75.875,FP2
0 days 00:17:39.552000,COL,43,0 days 00:01:15.852000,3.0,1.0,,,0 days 00:00:19.948000,0 days 00:00:35.729000,0 days 00:00:20.175000,0 days 00:16:43.648000,0 days 00:17:19.377000,0 days 00:17:39.552000,208.0,189.0,261.0,271.0,True,SOFT,3.0,True,Alpine,0 days 00:16:23.700000,2025-05-24 10:33:35.263,1,,False,,False,True,75.852,FP3
0 days 00:20:56.104000,COL,43,0 days 00:01:15.013000,5.0,1.0,,,0 days 00:00:19.668000,0 days 00:00:35.416000,0 days 00:00:19.929000,0 days 00:20:00.759000,0 days 00:20:36.175000,0 days 00:20:56.104000,212.0,193.0,263.0,275.0,True,SOFT,5.0,True,Alpine,0 days 00:19:41.091000,2025-05-24 10:36:52.654,1,,False,,False,True,75.013,FP3
0 days 00:25:41.104000,COL,43,0 days 00:01:14.454000,8.0,1.0,,,0 days 00:00:19.364000,0 days 00:00:35.325000,0 days 00:00:19.765000,0 days 00:24:46.014000,0 days 00:25:21.339000,0 days 00:25:41.104000,215.0,193.0,263.0,273.0,True,SOFT,8.0,True,Alpine,0 days 00:24:26.650000,2025-05-24 10:41:38.213,1,,False,,False,True,74.454,FP3
0 days 00:30:25.978000,COL,43,0 days 00:01:14.319000,11.0,1.0,,,0 days 00:00:19.252000,0 days 00:00:35.219000,0 days 00:00:19.848000,0 days 00:29:30.911000,0 days 00:30:06.130000,0 days 00:30:25.978000,216.0,195.0,266.0,276.0,True,SOFT,11.0,True,Alpine,0 days 00:29:11.659000,2025-05-24 10:46:23.222,1,,False,,False,True,74.319,FP3
0 days 00:35:50.046000,COL,43,0 days 00:01:14.638000,14.0,2.0,,,0 days 00:00:19.202000,0 days 00:00:34.998000,0 days 00:00:20.438000,0 days 00:34:54.610000,0 days 00:35:29.608000,0 days 00:35:50.046000,218.0,197.0,262.0,277.0,False,SOFT,13.0,False,Alpine,0 days 00:34:35.408000,2025-05-24 10:51:46.971,1,,False,,False,True,74.638,FP3
0 days 00:40:51.206000,COL,43,0 days 00:01:13.649000,17.0,2.0,,,0 days 00:00:19.273000,0 days 00:00:34.757000,0 days 00:00:19.619000,0 days 00:39:56.830000,0 days 00:40:31.587000,0 days 00:40:51.206000,214.0,200.0,265.0,277.0,True,SOFT,16.0,False,Alpine,0 days 00:39:37.557000,2025-05-24 10:56:49.120,12,,False,,False,True,73.649,FP3
0 days 00:44:05.416000,COL,43,0 days 00:01:13.596000,19.0,2.0,,,0 days 00:00:19.198000,0 days 00:00:34.895000,0 days 00:00:19.503000,0 days 00:43:11.018000,0 days 00:43:45.913000,0 days 00:44:05.416000,219.0,200.0,264.0,275.0,True,SOFT,18.0,False,Alpine,0 days 00:42:51.820000,2025-05-24 11:00:03.383,1,,False,,False,True,73.596,FP3
0 days 00:56:00.361000,COL,43,0 days 00:01:13.095000,23.0,3.0,,,0 days 00:00:18.976000,0 days 00:00:34.720000,0 days 00:00:19.399000,0 days 00:55:06.242000,0 days 00:55:40.962000,0 days 00:56:00.361000,217.0,199.0,267.0,277.0,True,SOFT,3.0,True,Alpine,0 days 00:54:47.266000,2025-05-24 11:11:58.829,1,,False,,False,True,73.095,FP3
0 days 01:00:58.461000,COL,43,0 days 00:01:13.011000,26.0,3.0,,,0 days 00:00:19.032000,0 days 00:00:34.531000,0 days 00:00:19.448000,0 days 01:00:04.482000,0 days 01:00:39.013000,0 days 01:00:58.461000,218.0,202.0,269.0,279.0,True,SOFT,6.0,True,Alpine,0 days 00:59:45.450000,2025-05-24 11:16:57.013,1,,False,,False,True,73.011,FP3
0 days 01:05:55.820000,COL,43,0 days 00:01:12.851000,29.0,3.0,,,0 days 00:00:18.931000,0 days 00:00:34.577000,0 days 00:00:19.343000,0 days 01:05:01.900000,0 days 01:05:36.477000,0 days 01:05:55.820000,219.0,201.0,265.0,276.0,True,SOFT,9.0,True,Alpine,0 days 01:04:42.969000,2025-05-24 11:21:54.532,1,,False,,False,True,72.851,FP3
0 days 01:04:21.929000,COL,43,0 days 00:01:19.999000,5.0,1.0,,,0 days 00:00:20.959000,0 days 00:00:37.709000,0 days 00:00:21.331000,0 days 01:03:22.940000,0 days 01:04:00.649000,0 days 01:04:21.980000,179.0,179.0,262.0,280.0,True,HARD,5.0,True,Alpine,0 days 01:03:01.930000,2025-05-25 13:10:02.316,1,15.0,False,,False,True,79.999,RACE
0 days 01:12:29.334000,COL,43,0 days 00:01:19.851000,11.0,1.0,,,0 days 00:00:20.995000,0 days 00:00:37.590000,0 days 00:00:21.266000,0 days 01:11:30.529000,0 days 01:12:08.119000,0 days 01:12:29.385000,176.0,182.0,262.0,281.0,True,HARD,11.0,True,Alpine,0 days 01:11:09.483000,2025-05-25 13:18:09.869,21,15.0,False,,False,True,79.851,RACE
0 days 01:13:49.161000,COL,43,0 days 00:01:19.827000,12.0,1.0,,,0 days 00:00:21.071000,0 days 00:00:37.383000,0 days 00:00:21.373000,0 days 01:12:50.456000,0 days 01:13:27.839000,0 days 01:13:49.212000,183.0,185.0,265.0,278.0,True,HARD,12.0,True,Alpine,0 days 01:12:29.334000,2025-05-25 13:19:29.720,1,14.0,False,,False,True,79.827,RACE
0 days 01:16:45.140000,COL,43,0 days 00:01:20.062000,14.0,2.0,0 days 01:15:25.791000,,0 days 00:00:23.649000,0 days 00:00:36.345000,0 days 00:00:20.068000,0 days 01:15:48.778000,0 days 01:16:25.123000,0 days 01:16:45.191000,185.0,190.0,254.0,274.0,False,MEDIUM,8.0,False,Alpine,0 days 01:15:25.078000,2025-05-25 13:22:25.464,1,19.0,False,,False,False,80.062,RACE
0 days 01:18:00.649000,COL,43,0 days 00:01:15.509000,15.0,2.0,,,0 days 00:00:20.031000,0 days 00:00:35.484000,0 days 00:00:19.994000,0 days 01:17:05.222000,0 days 01:17:40.706000,0 days 01:18:00.700000,207.0,191.0,255.0,275.0,True,MEDIUM,9.0,False,Alpine,0 days 01:16:45.140000,2025-05-25 13:23:45.526,1,19.0,False,,False,True,75.509,RACE
0 days 01:19:16.084000,COL,43,0 days 00:01:15.435000,16.0,2.0,,,0 days 00:00:19.967000,0 days 00:00:35.484000,0 days 00:00:19.984000,0 days 01:18:20.667000,0 days 01:18:56.151000,0 days 01:19:16.135000,206.0,194.0,256.0,277.0,True,MEDIUM,10.0,False,Alpine,0 days 01:18:00.649000,2025-05-25 13:25:01.035,1,19.0,False,,False,True,75.435,RACE
0 days 01:20:33.631000,COL,43,0 days 00:01:17.547000,17.0,2.0,,,0 days 00:00:20.025000,0 days 00:00:36.508000,0 days 00:00:21.014000,0 days 01:19:36.160000,0 days 01:20:12.668000,0 days 01:20:33.682000,196.0,181.0,262.0,281.0,False,MEDIUM,11.0,False,Alpine,0 days 01:19:16.084000,2025-05-25 13:26:16.470,1,17.0,False,,False,True,77.547,RACE
0 days 01:21:51.982000,COL,43,0 days 00:01:18.351000,18.0,2.0,,,0 days 00:00:20.569000,0 days 00:00:37.021000,0 days 00:00:20.761000,0 days 01:20:54.251000,0 days 01:21:31.272000,0 days 01:21:52.033000,191.0,187.0,257.0,279.0,False,MEDIUM,12.0,False,Alpine,0 days 01:20:33.631000,2025-05-25 13:27:34.017,1,17.0,False,,False,True,78.351,RACE
0 days 01:23:10.833000,COL,43,0 days 00:01:18.851000,19.0,2.0,,,0 days 00:00:20.572000,0 days 00:00:37.322000,0 days 00:00:20.957000,0 days 01:22:12.605000,0 days 01:22:49.927000,0 days 01:23:10.884000,187.0,187.0,263.0,279.0,False,MEDIUM,13.0,False,Alpine,0 days 01:21:51.982000,2025-05-25 13:28:52.368,1,17.0,False,,False,True,78.851,RACE
0 days 01:24:30.129000,COL,43,0 days 00:01:19.296000,20.0,2.0,,,0 days 00:00:20.775000,0 days 00:00:37.347000,0 days 00:00:21.174000,0 days 01:23:31.659000,0 days 01:24:09.006000,0 days 01:24:30.180000,185.0,186.0,264.0,280.0,False,MEDIUM,14.0,False,Alpine,0 days 01:23:10.833000,2025-05-25 13:30:11.219,1,17.0,False,,False,True,79.296,RACE
0 days 01:25:48.343000,COL,43,0 days 00:01:18.214000,21.0,2.0,,,0 days 00:00:20.526000,0 days 00:00:36.855000,0 days 00:00:20.833000,0 days 01:24:50.706000,0 days 01:25:27.561000,0 days 01:25:48.394000,191.0,189.0,262.0,279.0,False,MEDIUM,15.0,False,Alpine,0 days 01:24:30.129000,2025-05-25 13:31:30.515,1,17.0,False,,False,True,78.214,RACE
0 days 01:27:06.151000,COL,43,0 days 00:01:17.808000,22.0,2.0,,,0 days 00:00:20.295000,0 days 00:00:36.786000,0 days 00:00:20.727000,0 days 01:26:08.689000,0 days 01:26:45.475000,0 days 01:27:06.202000,193.0,189.0,256.0,279.0,False,MEDIUM,16.0,False,Alpine,0 days 01:25:48.343000,2025-05-25 13:32:48.729,1,17.0,False,,False,True,77.808,RACE
0 days 01:28:23.777000,COL,43,0 days 00:01:17.626000,23.0,2.0,,,0 days 00:00:20.352000,0 days 00:00:36.630000,0 days 00:00:20.644000,0 days 01:27:26.554000,0 days 01:28:03.184000,0 days 01:28:23.828000,,190.0,256.0,280.0,False,MEDIUM,17.0,False,Alpine,0 days 01:27:06.151000,2025-05-25 13:34:06.537,1,17.0,False,,False,True,77.626,RACE
0 days 01:29:41.010000,COL,43,0 days 00:01:17.233000,24.0,2.0,,,0 days 00:00:20.226000,0 days 00:00:36.489000,0 days 00:00:20.518000,0 days 01:28:44.054000,0 days 01:29:20.543000,0 days 01:29:41.061000,196.0,191.0,256.0,279.0,False,MEDIUM,18.0,False,Alpine,0 days 01:28:23.777000,2025-05-25 13:35:24.163,1,17.0,False,,False,True,77.233,RACE
0 days 01:30:58.219000,COL,43,0 days 00:01:17.209000,25.0,2.0,,,0 days 00:00:20.032000,0 days 00:00:36.647000,0 days 00:00:20.530000,0 days 01:30:01.093000,0 days 01:30:37.740000,0 days 01:30:58.270000,199.0,192.0,256.0,280.0,False,MEDIUM,19.0,False,Alpine,0 days 01:29:41.010000,2025-05-25 13:36:41.396,1,17.0,False,,False,True,77.209,RACE
0 days 01:33:54.028000,COL,43,0 days 00:01:20.237000,27.0,3.0,0 days 01:32:34.627000,,0 days 00:00:24.137000,0 days 00:00:36.107000,0 days 00:00:19.993000,0 days 01:32:57.979000,0 days 01:33:34.086000,0 days 01:33:54.079000,181.0,192.0,258.0,278.0,False,MEDIUM,1.0,True,Alpine,0 days 01:32:33.791000,2025-05-25 13:39:34.177,1,19.0,False,,False,False,80.237,RACE
0 days 01:35:12.163000,COL,43,0 days 00:01:18.135000,28.0,3.0,,,0 days 00:00:21.354000,0 days 00:00:36.628000,0 days 00:00:20.153000,0 days 01:34:15.433000,0 days 01:34:52.061000,0 days 01:35:12.214000,129.0,191.0,264.0,279.0,False,MEDIUM,2.0,True,Alpine,0 days 01:33:54.028000,2025-05-25 13:40:54.414,1,19.0,False,,False,True,78.135,RACE
0 days 01:36:28.077000,COL,43,0 days 00:01:15.914000,29.0,3.0,,,0 days 00:00:20.094000,0 days 00:00:35.638000,0 days 00:00:20.182000,0 days 01:35:32.308000,0 days 01:36:07.946000,0 days 01:36:28.128000,198.0,193.0,257.0,280.0,False,MEDIUM,3.0,True,Alpine,0 days 01:35:12.163000,2025-05-25 13:42:12.549,1,19.0,False,,False,True,75.914,RACE
0 days 01:37:43.375000,COL,43,0 days 00:01:15.298000,30.0,3.0,,,0 days 00:00:19.799000,0 days 00:00:35.484000,0 days 00:00:20.015000,0 days 01:36:47.927000,0 days 01:37:23.411000,0 days 01:37:43.426000,204.0,191.0,257.0,280.0,True,MEDIUM,4.0,True,Alpine,0 days 01:36:28.077000,2025-05-25 13:43:28.463,1,19.0,False,,False,True,75.298,RACE
0 days 01:38:59.382000,COL,43,0 days 00:01:16.007000,31.0,3.0,,,0 days 00:00:19.843000,0 days 00:00:35.877000,0 days 00:00:20.287000,0 days 01:38:03.269000,0 days 01:38:39.146000,0 days 01:38:59.433000,200.0,193.0,258.0,281.0,False,MEDIUM,5.0,True,Alpine,0 days 01:37:43.375000,2025-05-25 13:44:43.761,1,19.0,False,,False,True,76.007,RACE
0 days 01:40:19.227000,COL,43,0 days 00:01:19.845000,32.0,3.0,,,0 days 00:00:20.397000,0 days 00:00:38.726000,0 days 00:00:20.722000,0 days 01:39:19.830000,0 days 01:39:58.556000,0 days 01:40:19.278000,186.0,157.0,258.0,282.0,False,MEDIUM,6.0,True,Alpine,0 days 01:38:59.382000,2025-05-25 13:45:59.768,1,19.0,False,,False,True,79.845,RACE
0 days 01:41:37.755000,COL,43,0 days 00:01:18.528000,33.0,3.0,,,0 days 00:00:20.710000,0 days 00:00:37.195000,0 days 00:00:20.623000,0 days 01:40:39.988000,0 days 01:41:17.183000,0 days 01:41:37.806000,190.0,185.0,258.0,283.0,False,MEDIUM,7.0,True,Alpine,0 days 01:40:19.227000,2025-05-25 13:47:19.613,1,19.0,False,,False,True,78.528,RACE
0 days 01:42:56.459000,COL,43,0 days 00:01:18.704000,34.0,3.0,,,0 days 00:00:20.551000,0 days 00:00:37.100000,0 days 00:00:21.053000,0 days 01:41:58.357000,0 days 01:42:35.457000,0 days 01:42:56.510000,198.0,187.0,265.0,281.0,False,MEDIUM,8.0,True,Alpine,0 days 01:41:37.755000,2025-05-25 13:48:38.141,1,19.0,False,,False,True,78.704,RACE
0 days 01:44:15.129000,COL,43,0 days 00:01:18.670000,35.0,3.0,,,0 days 00:00:20.490000,0 days 00:00:37.253000,0 days 00:00:20.927000,0 days 01:43:17,0 days 01:43:54.253000,0 days 01:44:15.180000,189.0,187.0,257.0,282.0,False,MEDIUM,9.0,True,Alpine,0 days 01:42:56.459000,2025-05-25 13:49:56.845,1,18.0,False,,False,True,78.67,RACE
0 days 01:45:33.084000,COL,43,0 days 00:01:17.955000,36.0,3.0,,,0 days 00:00:20.375000,0 days 00:00:36.766000,0 days 00:00:20.814000,0 days 01:44:35.555000,0 days 01:45:12.321000,0 days 01:45:33.135000,193.0,189.0,266.0,281.0,False,MEDIUM,10.0,True,Alpine,0 days 01:44:15.129000,2025-05-25 13:51:15.515,1,18.0,False,,False,True,77.955,RACE
0 days 01:46:51.744000,COL,43,0 days 00:01:18.660000,37.0,3.0,,,0 days 00:00:20.584000,0 days 00:00:37.231000,0 days 00:00:20.845000,0 days 01:45:53.719000,0 days 01:46:30.950000,0 days 01:46:51.795000,198.0,189.0,263.0,281.0,False,MEDIUM,11.0,True,Alpine,0 days 01:45:33.084000,2025-05-25 13:52:33.470,12,17.0,False,,False,True,78.66,RACE
0 days 01:48:10.472000,COL,43,0 days 00:01:18.728000,38.0,3.0,,,0 days 00:00:20.702000,0 days 00:00:37.114000,0 days 00:00:20.912000,0 days 01:47:12.497000,0 days 01:47:49.611000,0 days 01:48:10.523000,189.0,186.0,258.0,281.0,False,MEDIUM,12.0,True,Alpine,0 days 01:46:51.744000,2025-05-25 13:53:52.130,1,17.0,False,,False,True,78.728,RACE
0 days 01:49:29.361000,COL,43,0 days 00:01:18.889000,39.0,3.0,,,0 days 00:00:20.455000,0 days 00:00:37.386000,0 days 00:00:21.048000,0 days 01:48:30.978000,0 days 01:49:08.364000,0 days 01:49:29.412000,191.0,179.0,259.0,280.0,False,MEDIUM,13.0,True,Alpine,0 days 01:48:10.472000,2025-05-25 13:55:10.858,1,17.0,False,,False,True,78.889,RACE
0 days 01:50:47.804000,COL,43,0 days 00:01:18.443000,40.0,3.0,,,0 days 00:00:20.743000,0 days 00:00:36.950000,0 days 00:00:20.750000,0 days 01:49:50.155000,0 days 01:50:27.105000,0 days 01:50:47.855000,187.0,190.0,265.0,281.0,False,MEDIUM,14.0,True,Alpine,0 days 01:49:29.361000,2025-05-25 13:56:29.747,1,17.0,False,,False,True,78.443,RACE
0 days 01:52:06.670000,COL,43,0 days 00:01:18.866000,41.0,3.0,,,0 days 00:00:20.596000,0 days 00:00:37.437000,0 days 00:00:20.833000,0 days 01:51:08.451000,0 days 01:51:45.888000,0 days 01:52:06.721000,180.0,190.0,263.0,280.0,False,MEDIUM,15.0,True,Alpine,0 days 01:50:47.804000,2025-05-25 13:57:48.190,1,17.0,False,,False,True,78.866,RACE
